RESULT ID UNIQUE,Result_ID,Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom_Longitude,Bloom_Datum,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Bloom_Location,Bloom_Size,Bloom_Texture,Bloom_Type,Datum,Latitude,Longitude,Measurement_Type,Measurement_Unit,Measurement_Value,Proposed_Lab_Analyses,Results_Date,Sample_Date,Sample_ID,Sample_Location,Data_Type,Site,Taxa,Water_Surface_Condition,Weather_Condition,Analysis_Type,Method,Analyte_Class,Analyte,Sample_Type
F514,514,2475,,473,5,,Canyon Lake,Canyon Lake (Railroad Canyon Reservoir),Canyon Lake-Vacation Drive-Causeway North,Riverside,Region 8 - Santa Ana,33.69868,-117.26864,,RWQCB8,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F515,515,2099,,284,2,Public Reporting,American River,"American River, North Fork, Source to Folsom Lake",Rossmore Bar American River,Sacramento,Region 5 - Central Valley,38.624847,-121.30296,,,,Yes,County Environmental Health Department,Local Park and Recreation Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F516,516,2125,,285,1,,Bear River,Bear River,Bear River,Nevada,Region 5 - Central Valley,39.084192,-120.99,,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F517,517,1931,,286,1,,Big Break Regional Shoreline,Big Break,Big Break Regional Shoreline - Kayak Launch Area,Contra Costa,Region 5 - Central Valley,38.012019,-121.72889,,East Bay Regional Park District,,No,County Environmental Health Department,East Bay Regional Park District,,Other,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F518,518,1940,,287,2,,Black Butte Reservoir Borrow Ponds,Black Butte Reservoir,Black Butte Reservoir Borrow Ponds,Tehama,Region 5 - Central Valley,39.82116,-122.32896,,U.S. Army Corps of Engineers,,No,Community HOA,United States Army Corps of Engineers,,Pond (<1 ha),,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F519,519,1906,,288,35,,Clear Lake,Clear Lake,"Clear Lake - Upper Arm, near mouth of Rodman Slough (DWR site CL-5)",Lake,Region 5 - Central Valley,39.1149,-122.88277,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F520,520,1896,,288,35,,Clear Lake,Clear Lake,Clear Lake - Lakeport 1st Street Ramp (LPTNT),Lake,Region 5 - Central Valley,39.042359,-122.91287,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F521,521,1895,,288,35,,Clear Lake,Clear Lake,Clear Lake - Big Valley Rancheria Tule Boat Launch (BVCL6),Lake,Region 5 - Central Valley,39.026872,-122.88674,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Big Valley Rancheria,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F522,522,1893,,288,35,,Clear Lake,Clear Lake,Clear Lake - Soda Bay Cove (CLV7),Lake,Region 5 - Central Valley,39.003128,-122.79816,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F523,523,1892,,288,35,,Clear Lake,Clear Lake,Clear Lake - Buckingham Park (BP),Lake,Region 5 - Central Valley,39.000958,-122.75073,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F524,524,1902,,288,35,,Clear Lake,Clear Lake,Clear Lake - Cache Creek Shady Acres (SHADY01),Lake,Region 5 - Central Valley,38.925467,-122.61659,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F525,525,1901,,288,35,,Clear Lake,Clear Lake,Clear Lake  - Austin Park (AP01),Lake,Region 5 - Central Valley,38.95983,-122.65027,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F548,548,2024,,288,35,,Clear Lake,Clear Lake,Clearlake Keys (03),Lake,Region 5 - Central Valley,39.0239133,-122.67175,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F526,526,1900,,288,35,,Clear Lake,Clear Lake,Clear Lake - Elem Indian Colony Site 1 (ELEM01),Lake,Region 5 - Central Valley,39.0094,-122.67383,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Elem Indian Colony,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F527,527,2471,,473,5,Public Reporting,Canyon Lake,Canyon Lake (Railroad Canyon Reservoir),Canyon Lake East Port Park,Riverside,Region 8 - Santa Ana,33.67769,-117.23611,,RWQCB8,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F528,528,1899,,288,35,,Clear Lake,Clear Lake,Clear Lake - Clearlakes Oaks near Water Intake (CLOAKS01),Lake,Region 5 - Central Valley,39.01929,-122.67514,,Central Valley Regional Water Quality Control Board,,Yes,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F529,529,1898,,288,35,,Clear Lake,Clear Lake,Clear Lake - Lucerne Harbor Park (LUC01),Lake,Region 5 - Central Valley,39.089696,-122.79611,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F530,530,1999,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, Boulder Gulch Day Use",Kern,Region 5 - Central Valley,35.67291,-118.46478,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F531,531,1903,,288,35,,Clear Lake,Clear Lake,"Clear Lake - Upper Arm, Center of the Lake (DWR site CL-1)",Lake,Region 5 - Central Valley,39.0632,-122.86611,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F532,532,1904,,288,35,,Clear Lake,Clear Lake,"Clear Lake - Lower Arm, Center of the Lake (DWR site CL-3)",Lake,Region 5 - Central Valley,38.9643,-122.67888,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F533,533,2079,,288,35,Public Reporting,Clear Lake,Clear Lake,Buckingham Cove at Clear Lake,Lake,Region 5 - Central Valley,39.007502,-122.76275,,,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F534,534,1905,,288,35,,Clear Lake,Clear Lake,"Clear Lake - Oaks Arm, Center of the Lake (DWR Site CL-4)",Lake,Region 5 - Central Valley,39.0116,-122.69611,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F535,535,1894,,288,35,,Clear Lake,Clear Lake,Clear Lake - County Park (CP),Lake,Region 5 - Central Valley,39.0287,-122.84863,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F536,536,1897,,288,35,,Clear Lake,Clear Lake,Clear Lake - Keeling Park (KP01),Lake,Region 5 - Central Valley,39.121277,-122.85554,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F537,537,1912,,288,35,,Clear Lake,Clear Lake,Clear Lake - Glenhaven (GH01),Lake,Region 5 - Central Valley,39.026636,-122.7348,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F538,538,1911,,288,35,,Clear Lake,Clear Lake,Clear Lake - Horseshoe Bend (HB),Lake,Region 5 - Central Valley,39.011864,-122.76051,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F549,549,2025,,288,35,,Clear Lake,Clear Lake,Clearlake Schindler Creek (SC01),Lake,Region 5 - Central Valley,39.0219353,-122.66717,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F539,539,1910,,288,35,,Clear Lake,Clear Lake,Clear Lake - Lakeshore at Rainbow (LS2),Lake,Region 5 - Central Valley,39.063888,-122.91361,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F540,540,1909,,288,35,,Clear Lake,Clear Lake,Clear Lake - Rodman Slough (RODS),Lake,Region 5 - Central Valley,39.118142,-122.88643,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F541,541,1908,,288,35,,Clear Lake,Clear Lake,Clear Lake - Redbud Park (RED01),Lake,Region 5 - Central Valley,38.948472,-122.63778,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F542,542,1991,,288,35,,Clear Lake,Clear Lake,Clear Lake Upper Arm (UCDavis site UA-06),Lake,Region 5 - Central Valley,39.061,-122.817,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F543,543,1907,,288,35,,Clear Lake,Clear Lake,West of Sulphur Bank Mercury Mine (SBMMEL01),Lake,Region 5 - Central Valley,38.99986,-122.6712,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,Elem Indian Colony,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F544,544,1996,,288,35,,Clear Lake,Clear Lake,Clear Lake Lower Arm (UC Davis site LA-03),Lake,Region 5 - Central Valley,38.983,-122.717,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F545,545,1994,,288,35,,Clear Lake,Clear Lake,Clear Lake Narrows (UC Davis site NR-02),Lake,Region 5 - Central Valley,39.028,-122.745,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F546,546,1995,,288,35,,Clear Lake,Clear Lake,Clear Lake Oaks Arm (UC Davis site OA-04),Lake,Region 5 - Central Valley,39.0127,-122.699,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F547,547,1990,,288,35,,Clear Lake,Clear Lake,Clear Lake Upper Arm (UCD site UA-01),Lake,Region 5 - Central Valley,39.024,-122.788,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F550,550,2113,,293,14,Public Reporting,Lake Isabella,Lake Isabella,"Isabella Lake, South Fork Wildlife Area",Kern,Region 5 - Central Valley,35.65168,-118.3793,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F551,551,2022,,288,35,,Clear Lake,Clear Lake,Clear Lake Jago Bay (JB),Lake,Region 5 - Central Valley,38.948856,-122.66023,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F552,552,2023,,288,35,,Clear Lake,Clear Lake,Clearlake Keys (01),Lake,Region 5 - Central Valley,39.0250735,-122.65978,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F553,553,2042,,288,35,,Clear Lake,Clear Lake,Clear Lake Lily Cove (LC01),Lake,Region 5 - Central Valley,38.981029,-122.68986,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F554,554,1918,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Boardwalk Grill in Yacht Harbor,Contra Costa,Region 5 - Central Valley,37.902908,-121.58795,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F555,555,1920,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Cabrillo Bay (5115 to 5135 Cabrillo Point),Contra Costa,Region 5 - Central Valley,37.909378,-121.60144,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F556,556,1928,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Dolphin Cove (Seal Way),Contra Costa,Region 5 - Central Valley,37.8981,-121.60737,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F557,557,1917,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - E Dock at Yacht Harbor,Contra Costa,Region 5 - Central Valley,37.90312,-121.58992,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F558,558,1922,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - First Cove (Surfside Court),Contra Costa,Region 5 - Central Valley,37.901617,-121.61216,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F559,559,1926,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Fish Bay (Clipper Drive),Contra Costa,Region 5 - Central Valley,37.892442,-121.60645,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F560,560,1998,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, Tillie Creek Boat Launch",Kern,Region 5 - Central Valley,35.692938,-118.45526,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F561,561,1919,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Fuel Pump Area in Yacht Harbor,Contra Costa,Region 5 - Central Valley,37.904751,-121.58786,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F562,562,1927,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Rendevous Cove (Cove Court),Contra Costa,Region 5 - Central Valley,37.893464,-121.60378,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F563,563,1921,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Sand Bay (along Sand Point Rd),Contra Costa,Region 5 - Central Valley,37.902623,-121.60817,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F564,564,1923,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Windward Bay (2015-2079 Newport Drive),Contra Costa,Region 5 - Central Valley,37.897136,-121.61761,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F565,565,1924,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Windward Bay (4011 Capstan Place),Contra Costa,Region 5 - Central Valley,37.895079,-121.61722,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F566,566,1925,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Windward Bay (South Newport Drive),Contra Costa,Region 5 - Central Valley,37.891554,-121.61486,,Central Valley Regional Water Quality Control Board,,No,County Environmental Health Department,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F567,567,1984,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay Reef Cove and Bullfrog Marina Middle River,Contra Costa,Region 5 - Central Valley,37.892418,-121.60892,,,,Unknown,County Environmental Health Department,Private entity,,Other,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F568,568,2012,,289,21,,Discovery Bay,Discovery Bay,Discovery Bay - Discovery Pt (5025-5055),Contra Costa,Region 5 - Central Valley,37.912063,-121.60415,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F569,569,2019,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, 790 Beaver Ln",Contra Costa,Region 5 - Central Valley,37.912795,-121.59733,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F570,570,2017,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Clipper Dr (4441-4461)",Contra Costa,Region 5 - Central Valley,37.892127,-121.61239,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F571,571,2018,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Clipper Dr (4601-4641)",Contra Costa,Region 5 - Central Valley,37.892873,-121.6063,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F572,572,2014,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Double Point Wy",Contra Costa,Region 5 - Central Valley,37.904893,-121.60565,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F573,573,2013,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Marina Circle",Contra Costa,Region 5 - Central Valley,37.908724,-121.60404,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F574,574,2015,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Newport Dr (1817-1871)",Contra Costa,Region 5 - Central Valley,37.90047,-121.61562,,,,Unknown,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F575,575,2016,,289,21,,Discovery Bay,Discovery Bay,"Discovery Bay, Newport Dr (2115-2199)",Contra Costa,Region 5 - Central Valley,37.89582,-121.61653,,,,No,County Environmental Health Department,City Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F576,576,2068,,290,1,Public Reporting,Folsom Lake,Folsom Lake,"Folsom Lake (Beals Point, Granite Bay Loop)",Placer,Region 5 - Central Valley,38.737026,-121.15276,,,,Unknown,United States Bureau of Reclamation,California State Parks,,Reservoir,,no bloom,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F577,577,2102,,291,1,Public Reporting,Folsom Lake,Folsom Lake,Folsom Lake near Beal Point,Placer,Region 5 - Central Valley,38.722161,-121.1634,,OEHHA/Cal EPA,,Unknown,United States Bureau of Reclamation,Local Park and Recreation Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F578,578,2093,,292,1,Public Reporting,Lake Almanor,Lake Almanor,Last Chance arm of Lake Almanor,Plumas,Region 5 - Central Valley,40.336537,-121.20889,,CV Regional Water Board,,No,Pacific Gas and Electric,Pacific Gas and Electric,,Reservoir,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F579,579,2004,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, South Fork Marina",Kern,Region 5 - Central Valley,35.65983,-118.43809,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F580,580,1966,,294,7,,Lake Oroville,Lake Oroville,Lake Oroville near dam,Butte,Region 5 - Central Valley,39.5401861,-121.48,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,California Department of Water Resources,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F581,581,1968,,294,7,,Thermalito Afterbay,Lake Oroville,Lake Oroville Thermalito Afterbay Swim Beach,Butte,Region 5 - Central Valley,39.491825,-121.66916,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,California Department of Water Resources,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F582,582,1965,,294,7,,Lake Oroville,Lake Oroville,Lake Oroville Loafer Creek Swim Beach,Butte,Region 5 - Central Valley,39.5342194,-121.44555,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,California Department of Water Resources,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F583,583,1967,,294,7,,Thermalito Forebay,Lake Oroville,Lake Oroville Thermalito Forebay Swim Beach,Butte,Region 5 - Central Valley,39.5347138,-121.5875,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,California Department of Water Resources,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F584,584,1974,,294,7,,Lake Oroville,Lake Oroville,Lake Oroville Middle Fork,Butte,Region 5 - Central Valley,39.5753583,-121.39777,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F585,585,1989,,294,7,Public Reporting,Lake Oroville,Lake Oroville,Lake Oroville North Fork,Butte,Region 5 - Central Valley,39.719,-121.426,NAD83,Central Water Board,,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F586,586,2122,,294,7,,Lake Oroville,Lake Oroville,Lake Oroville,Butte,Region 5 - Central Valley,39.562859,-121.45123,,Department of Water Resources,,No,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F587,587,1938,,295,1,,Millerton Lake,Millerton Lake,Millerton Lake,Fresno,Region 5 - Central Valley,36.99465,-119.6918,,Central Valley Water Board,,Unknown,United States Bureau of Reclamation,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F588,588,2116,,310,1,,Diaz Lake,Diaz Lake,Diaz Lake,Inyo,Region 6 - Lahontan,36.561775,-118.05496,,,,No,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F589,589,1933,,296,1,,New Hogan Reservoir,New Hogan Reservoir,New Hogan Reservoir,Calaveras,Region 5 - Central Valley,38.173998,-120.80873,,Central Water Board,,Unknown,United States Army Corps of Engineers,United States Army Corps of Engineers,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F590,590,2039,,297,1,,New Melones Reservoir,New Melones Reservoir,,Tuolumne,Region 5 - Central Valley,38.10986,-120.39614,,State Waterboards,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F591,591,2047,,312,2,Agency/Partner Reporting,Horseshoe Lake,,Mojave Narrows Regional Park,San Bernardino,Region 6 - Lahontan,34.510885,-117.27427,,San Bernardino County Regional Parks Dept.,,No,Unknown,Local Park and Recreation Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F592,592,1944,,298,3,,O'Neill Forebay,O'Neill Reservoir,O'Neill Forebay at the Gianelli Pumping Plant,Merced,Region 5 - Central Valley,37.069662,-121.07727,,Central Valley Water Board,,Yes,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F593,593,1945,,298,3,,O'Neill Forebay,O'Neill Reservoir,O'Neill Forebay at Outlet/Check 13,Merced,Region 5 - Central Valley,37.070309,-120.99378,,Central Valley Water Board,,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F594,594,1943,,298,3,,O'Neill Forebay,O'Neill Reservoir,O'Neill Forebay at the Boat Launch and North Swim Beach Area,Merced,Region 5 - Central Valley,37.08375,-121.05923,,Central Valley Water Board,,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F595,595,2105,,299,1,Public Reporting,Unnamed private pond,Other Lake or Reservoir,private pond on property near Corning,Tehama,Region 5 - Central Valley,39.927664,-122.20307,,OEHHA/Cal EPA,,No,Private entity,Private entity,,Pond (<1 ha),,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F596,596,2135,,300,1,Public Reporting,Unnamed private pond,Other Lake or Reservoir,Private Pond,Placer,Region 5 - Central Valley,38.962126,-121.01405,,,,Unknown,Private entity,Private entity,,Pond (<1 ha),,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F597,597,2038,,301,1,,Forest Meadows Golf Course,"Other River, Stream, or Creek",Forest Meadows Golf Course Reclaimed Water Pond,Calaveras,Region 5 - Central Valley,38.159311,-120.41162,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Private entity,,Pond (<1 ha),,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F598,598,2064,,302,1,Public Reporting,Unnamed private pond,"Other River, Stream, or Creek",Pond on our property off of Two Rivers rd,San Joaquin,Region 5 - Central Valley,37.683559,-121.23729,,Self,,No,Unknown,Unknown,,Pond (<1 ha),,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F599,599,2381,,303,1,Public Reporting,White Slough,,"Pixley Slough (Autumn Oak Place); intersects with Bear Creek; Stockton, CA 95209",San Joaquin,Region 5 - Central Valley,38.044358,-121.386858,,,,No,Unknown,Unknown,,,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F600,600,2029,,304,2,,San Joaquin River,San Joaquin River,"Ward Island, San Joaquin River Stockton Delta Area",San Joaquin,Region 5 - Central Valley,38.042708,-121.5042,,WaterBoards,,Yes,County Environmental Health Department,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F601,601,2053,,304,2,,San Joaquin River,San Joaquin River,San Joaquin River Port of Stockton Turning Basin,San Joaquin,Region 5 - Central Valley,37.95265,-121.31915,,Central Valley Regional Water Quality Control Board,,Unknown,City Department,City Department,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F602,602,2101,,316,3,,Lake Tahoe,Lake Tahoe,"Lake Tahoe, Tallac Historic Site",El Dorado,Region 6 - Lahontan,38.940002,-120.04764,WGS84,OEHHA/Cal EPA,,Unknown,Unknown,United States Forest Service,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
